Nombre de la Empresa,Tipo de Cliente,Ubicacion,Ejecutivo de Cuenta,Volumen de Compra Mensual
Cliente 1972,Corporativo,Ubicacion 1,Empleado 36,6906.55
Cliente 1973,Gobierno,Ubicacion 42,Empleado 78,21644.17
Cliente 1974,Corporativo,Ubicacion 21,Empleado 81,17136.55
Cliente 1975,Corporativo,Ubicacion 97,Empleado 87,8439.14
Cliente 1976,Gobierno,Ubicacion 100,Empleado 65,44976.21
Cliente 1977,Gobierno,Ubicacion 76,Empleado 47,46487.41
Cliente 1978,Corporativo,Ubicacion 7,Empleado 100,5863.30
Cliente 1979,Gobierno,Ubicacion 45,Empleado 52,3068.87
Cliente 1980,Corporativo,Ubicacion 44,Empleado 70,29113.29
Cliente 1981,Corporativo,Ubicacion 61,Empleado 21,10192.38
Cliente 1982,Corporativo,Ubicacion 41,Empleado 10,6009.87
Cliente 1983,Corporativo,Ubicacion 98,Empleado 39,17032.46
Cliente 1984,Corporativo,Ubicacion 96,Empleado 54,28984.19
Cliente 1985,Mediana Empresa,Ubicacion 51,Empleado 30,43767.93
Cliente 1986,Corporativo,Ubicacion 69,Empleado 6,44436.57
Cliente 1987,Corporativo,Ubicacion 68,Empleado 38,8497.20
Cliente 1988,Gobierno,Ubicacion 99,Empleado 70,27851.28
Cliente 1989,Mediana Empresa,Ubicacion 65,Empleado 11,37443.33
Cliente 1990,Mediana Empresa,Ubicacion 31,Empleado 26,2996.32
Cliente 1991,Mediana Empresa,Ubicacion 56,Empleado 72,25541.58
Cliente 1992,Corporativo,Ubicacion 33,Empleado 59,653.50
Cliente 1993,Corporativo,Ubicacion 31,Empleado 8,3403.80
Cliente 1994,Corporativo,Ubicacion 58,Empleado 27,23956.64
Cliente 1995,Corporativo,Ubicacion 32,Empleado 85,1922.43
Cliente 1996,Corporativo,Ubicacion 42,Empleado 56,34580.32
Cliente 1997,Gobierno,Ubicacion 16,Empleado 25,16321.45
Cliente 1998,Mediana Empresa,Ubicacion 62,Empleado 98,48065.62
Cliente 1999,Corporativo,Ubicacion 38,Empleado 58,43506.51
Cliente 2000,Corporativo,Ubicacion 13,Empleado 36,6098.42
