Nombre de la Empresa,Tipo de Cliente,Ubicación,Ejecutivo de Cuenta,Volumen de Compra Mensual
Cliente 1975,Corporativo,Ubicación 97,Empleado 87,8439.14
Cliente 1976,Gobierno,Ubicación 100,Empleado 65,44976.21
Cliente 1977,Gobierno,Ubicación 76,Empleado 47,46487.41
Cliente 1978,Pequeña Empresa,Ubicación 7,Empleado 100,5863.3
Cliente 1979,Gobierno,Ubicación 45,Empleado 52,3068.87
Cliente 1980,Corporativo,Ubicación 44,Empleado 70,29113.29
Cliente 1981,Pequeña Empresa,Ubicación 61,Empleado 21,10192.38
Cliente 1982,Pequeña Empresa,Ubicación 41,Empleado 10,6009.87
Cliente 1983,Corporativo,Ubicación 98,Empleado 39,17032.46
Cliente 1984,Pequeña Empresa,Ubicación 96,Empleado 54,28984.19
Cliente 1985,Mediana Empresa,Ubicación 51,Empleado 30,43767.93
Cliente 1986,Corporativo,Ubicación 69,Empleado 6,44436.57
Cliente 1987,Pequeña Empresa,Ubicación 68,Empleado 38,8497.2
Cliente 1988,Gobierno,Ubicación 99,Empleado 70,27851.28
Cliente 1989,Mediana Empresa,Ubicación 65,Empleado 11,37443.33
Cliente 1990,Mediana Empresa,Ubicación 31,Empleado 26,2996.32
Cliente 1991,Mediana Empresa,Ubicación 56,Empleado 72,25541.58
Cliente 1992,Pequeña Empresa,Ubicación 33,Empleado 59,653.5
Cliente 1993,Pequeña Empresa,Ubicación 31,Empleado 8,3403.8
Cliente 1994,Corporativo,Ubicación 58,Empleado 27,23956.64
Cliente 1995,Pequeña Empresa,Ubicación 32,Empleado 85,1922.43
Cliente 1996,Pequeña Empresa,Ubicación 42,Empleado 56,34580.32
Cliente 1997,Gobierno,Ubicación 16,Empleado 25,16321.45
Cliente 1998,Mediana Empresa,Ubicación 62,Empleado 98,48065.62
Cliente 1999,Pequeña Empresa,Ubicación 38,Empleado 58,43506.51
Cliente 2000,Corporativo,Ubicación 13,Empleado 36,6098.42
