Número de Pedido,Cliente,Fecha del Pedido,Monto Total,Estado del Pedido,Ejecutivo Responsable,Producto Comprado
Pedido-1322,Cliente 431,2025-01-17,2902.38,Entregado,Empleado 9,"Producto 28, Producto 185, Producto 294, Producto 282, Producto 130"
Pedido-1323,Cliente 483,2024-04-03,2089.54,Cancelado,Empleado 39,"Producto 150, Producto 131, Producto 247, Producto 33, Producto 128"
Pedido-1324,Cliente 985,2024-05-09,4908.45,Pendiente,Empleado 17,"Producto 68, Producto 59, Producto 251"
Pedido-1325,Cliente 258,2024-05-19,3641.08,Entregado,Empleado 6,"Producto 25, Producto 282"
Pedido-1326,Cliente 1518,2024-11-15,370.52,Cancelado,Empleado 28,"Producto 265, Producto 20"
Pedido-1327,Cliente 1834,2024-04-11,1052.07,Procesado,Empleado 65,"Producto 53, Producto 9, Producto 155"
Pedido-1328,Cliente 68,2025-01-17,2161.27,Enviado,Empleado 87,"Producto 153, Producto 79"
Pedido-1329,Cliente 1784,2024-07-31,2797.46,Enviado,Empleado 14,"Producto 122, Producto 43, Producto 240, Producto 191"
Pedido-1330,Cliente 28,2024-09-23,3315.09,Procesado,Empleado 7,Producto 226
Pedido-1331,Cliente 31,2024-04-05,1878.02,Enviado,Empleado 88,"Producto 224, Producto 180, Producto 146, Producto 268"
Pedido-1332,Cliente 2000,2024-11-28,3868.79,Cancelado,Empleado 54,"Producto 209, Producto 5, Producto 230, Producto 141, Producto 270"
Pedido-1333,Cliente 638,2024-03-20,2660.58,Procesado,Empleado 55,"Producto 37, Producto 104"
Pedido-1334,Cliente 768,2024-05-08,3576.07,Procesado,Empleado 2,"Producto 50, Producto 81"
Pedido-1335,Cliente 536,2024-07-12,4036.26,Enviado,Empleado 70,"Producto 99, Producto 300, Producto 243, Producto 274"
Pedido-1336,Cliente 1546,2024-08-05,2852.54,Entregado,Empleado 26,"Producto 11, Producto 199"
Pedido-1337,Cliente 1042,2024-07-17,1629.81,Entregado,Empleado 51,"Producto 247, Producto 166, Producto 19"
Pedido-1338,Cliente 590,2025-01-09,1078.14,Pendiente,Empleado 14,"Producto 171, Producto 238"
Pedido-1339,Cliente 995,2024-04-28,1019.97,Pendiente,Empleado 19,"Producto 258, Producto 232"
Pedido-1340,Cliente 1320,2024-12-14,2931.65,Enviado,Empleado 49,Producto 78
Pedido-1341,Cliente 956,2024-12-05,4380.17,Cancelado,Empleado 54,"Producto 145, Producto 228"
Pedido-1342,Cliente 531,2024-05-13,4055.7,Cancelado,Empleado 98,"Producto 136, Producto 38, Producto 29, Producto 65, Producto 165"
Pedido-1343,Cliente 657,2024-12-09,2394.73,Cancelado,Empleado 33,"Producto 202, Producto 210, Producto 85"
Pedido-1344,Cliente 197,2024-06-25,3177.18,Cancelado,Empleado 93,"Producto 291, Producto 126, Producto 166, Producto 83, Producto 31"
Pedido-1345,Cliente 568,2024-06-05,439.85,Cancelado,Empleado 33,Producto 124
Pedido-1346,Cliente 648,2024-05-01,4152.39,Procesado,Empleado 8,"Producto 285, Producto 284, Producto 294, Producto 51, Producto 100"
Pedido-1347,Cliente 163,2024-07-12,573.71,Cancelado,Empleado 52,Producto 177
Pedido-1348,Cliente 1175,2024-08-17,406.84,Cancelado,Empleado 82,Producto 174
Pedido-1349,Cliente 323,2024-11-11,785.58,Cancelado,Empleado 56,"Producto 159, Producto 183, Producto 3"
Pedido-1350,Cliente 686,2025-01-31,2133.39,Procesado,Empleado 100,"Producto 48, Producto 178, Producto 221"
Pedido-1351,Cliente 262,2024-03-18,1895.06,Cancelado,Empleado 79,Producto 251
Pedido-1352,Cliente 96,2025-01-10,1850.28,Enviado,Empleado 68,"Producto 76, Producto 41, Producto 178, Producto 293"
Pedido-1353,Cliente 1186,2024-06-06,2267.02,Pendiente,Empleado 94,"Producto 269, Producto 215, Producto 136"
Pedido-1354,Cliente 979,2025-01-29,1003.83,Pendiente,Empleado 38,"Producto 91, Producto 244, Producto 264"
Pedido-1355,Cliente 355,2024-09-20,3530.04,Entregado,Empleado 29,"Producto 128, Producto 287, Producto 195, Producto 186, Producto 260"
Pedido-1356,Cliente 333,2024-10-30,3206.42,Cancelado,Empleado 18,"Producto 179, Producto 231, Producto 4, Producto 235, Producto 149"
Pedido-1357,Cliente 68,2024-05-23,1514.37,Pendiente,Empleado 17,"Producto 24, Producto 50, Producto 170, Producto 155"
Pedido-1358,Cliente 72,2024-11-08,2243.19,Procesado,Empleado 38,"Producto 144, Producto 216"
Pedido-1359,Cliente 623,2024-10-28,3393.07,Procesado,Empleado 74,"Producto 54, Producto 69"
Pedido-1360,Cliente 85,2025-02-01,2977.25,Enviado,Empleado 100,"Producto 108, Producto 47, Producto 5"
Pedido-1361,Cliente 475,2024-08-22,3391.76,Entregado,Empleado 19,"Producto 268, Producto 103, Producto 145"
Pedido-1362,Cliente 529,2024-04-17,2927.08,Procesado,Empleado 76,"Producto 141, Producto 192, Producto 267, Producto 214, Producto 105"
Pedido-1363,Cliente 1425,2024-10-10,3361.02,Enviado,Empleado 64,"Producto 148, Producto 68, Producto 8"
Pedido-1364,Cliente 1315,2024-08-06,1771.49,Procesado,Empleado 92,"Producto 126, Producto 271, Producto 78, Producto 210, Producto 182"
Pedido-1365,Cliente 156,2024-10-28,1011.13,Cancelado,Empleado 11,"Producto 151, Producto 239"
Pedido-1366,Cliente 840,2025-01-19,2573.42,Entregado,Empleado 18,Producto 233
Pedido-1367,Cliente 1738,2025-02-22,1890.57,Entregado,Empleado 55,"Producto 14, Producto 195"
Pedido-1368,Cliente 1869,2024-10-12,4546.43,Entregado,Empleado 16,"Producto 234, Producto 63, Producto 92, Producto 181"
Pedido-1369,Cliente 261,2024-08-23,3166.62,Cancelado,Empleado 81,"Producto 118, Producto 132"
Pedido-1370,Cliente 1202,2024-05-31,220.5,Procesado,Empleado 53,"Producto 20, Producto 283, Producto 168, Producto 68"
Pedido-1371,Cliente 1298,2024-10-06,278.6,Pendiente,Empleado 74,"Producto 113, Producto 201, Producto 266, Producto 94, Producto 46"
Pedido-1372,Cliente 1957,2024-03-26,1532.0,Procesado,Empleado 54,"Producto 275, Producto 299, Producto 40, Producto 173, Producto 34"
Pedido-1373,Cliente 304,2024-06-28,517.39,Cancelado,Empleado 30,"Producto 141, Producto 64, Producto 221, Producto 110, Producto 81"
Pedido-1374,Cliente 1366,2024-10-04,4964.87,Pendiente,Empleado 55,"Producto 74, Producto 179"
Pedido-1375,Cliente 558,2024-10-04,1530.58,Pendiente,Empleado 58,"Producto 183, Producto 101, Producto 222"
Pedido-1376,Cliente 1671,2024-06-24,3745.52,Entregado,Empleado 11,Producto 101
Pedido-1377,Cliente 52,2024-12-16,1335.03,Cancelado,Empleado 8,"Producto 124, Producto 230, Producto 295, Producto 70"
Pedido-1378,Cliente 890,2024-03-14,2329.49,Cancelado,Empleado 76,"Producto 236, Producto 74, Producto 2, Producto 5"
Pedido-1379,Cliente 1556,2024-04-18,1506.9,Pendiente,Empleado 31,Producto 176
Pedido-1380,Cliente 224,2025-02-02,1927.5,Pendiente,Empleado 74,"Producto 73, Producto 127, Producto 154"
Pedido-1381,Cliente 687,2025-02-02,281.62,Pendiente,Empleado 44,"Producto 33, Producto 105, Producto 68, Producto 235"
Pedido-1382,Cliente 1488,2024-09-28,1150.9,Enviado,Empleado 74,"Producto 124, Producto 160, Producto 282, Producto 55"
Pedido-1383,Cliente 309,2025-02-23,3488.35,Cancelado,Empleado 86,"Producto 236, Producto 86"
Pedido-1384,Cliente 1779,2024-11-10,1141.81,Pendiente,Empleado 53,"Producto 194, Producto 107, Producto 207, Producto 224"
Pedido-1385,Cliente 72,2024-08-24,1322.43,Enviado,Empleado 31,"Producto 285, Producto 43"
Pedido-1386,Cliente 1695,2024-08-18,4253.03,Pendiente,Empleado 38,"Producto 215, Producto 181, Producto 103"
Pedido-1387,Cliente 200,2024-11-14,855.71,Procesado,Empleado 21,"Producto 60, Producto 46, Producto 295, Producto 174, Producto 45"
Pedido-1388,Cliente 611,2024-09-24,276.93,Enviado,Empleado 32,"Producto 207, Producto 180, Producto 15, Producto 11, Producto 151"
Pedido-1389,Cliente 1788,2024-03-25,616.8,Enviado,Empleado 4,Producto 56
Pedido-1390,Cliente 1638,2024-12-25,688.76,Cancelado,Empleado 79,Producto 113
Pedido-1391,Cliente 442,2024-11-24,1930.61,Procesado,Empleado 85,"Producto 18, Producto 301, Producto 12"
Pedido-1392,Cliente 169,2025-02-22,181.01,Cancelado,Empleado 61,"Producto 22, Producto 24, Producto 29, Producto 186"
Pedido-1393,Cliente 694,2024-12-04,3000.94,Enviado,Empleado 6,"Producto 175, Producto 82"
Pedido-1394,Cliente 1711,2024-06-28,192.53,Cancelado,Empleado 28,"Producto 175, Producto 164, Producto 105"
Pedido-1395,Cliente 1409,2024-08-09,2751.37,Entregado,Empleado 89,Producto 253
Pedido-1396,Cliente 1097,2024-05-17,481.74,Enviado,Empleado 6,"Producto 206, Producto 28, Producto 226"
Pedido-1397,Cliente 1279,2024-12-22,4652.28,Enviado,Empleado 63,"Producto 262, Producto 176, Producto 299, Producto 40"
Pedido-1398,Cliente 1402,2024-07-31,262.67,Entregado,Empleado 20,"Producto 122, Producto 178"
Pedido-1399,Cliente 1697,2024-12-07,1328.42,Enviado,Empleado 21,"Producto 7, Producto 152, Producto 84, Producto 14, Producto 246"
Pedido-1400,Cliente 1401,2024-12-20,4407.59,Entregado,Empleado 40,Producto 124
Pedido-1401,Cliente 545,2024-04-10,2260.29,Procesado,Empleado 55,"Producto 229, Producto 170, Producto 77"
Pedido-1402,Cliente 1658,2024-11-09,405.98,Entregado,Empleado 44,"Producto 293, Producto 25, Producto 148, Producto 184, Producto 48"
Pedido-1403,Cliente 848,2024-05-02,454.58,Enviado,Empleado 20,"Producto 194, Producto 230, Producto 104"
Pedido-1404,Cliente 1555,2024-11-28,2207.85,Cancelado,Empleado 94,"Producto 145, Producto 44, Producto 166"
Pedido-1405,Cliente 1977,2024-07-06,4640.25,Enviado,Empleado 70,"Producto 163, Producto 53, Producto 287"
Pedido-1406,Cliente 1047,2024-07-02,1903.46,Cancelado,Empleado 65,"Producto 47, Producto 278, Producto 281, Producto 7, Producto 210"
Pedido-1407,Cliente 1543,2025-02-12,3507.9,Entregado,Empleado 92,"Producto 168, Producto 121, Producto 244"
Pedido-1408,Cliente 1568,2025-02-23,1040.62,Cancelado,Empleado 61,"Producto 237, Producto 191, Producto 47, Producto 295"
Pedido-1409,Cliente 1012,2024-09-07,1955.11,Cancelado,Empleado 72,"Producto 187, Producto 115, Producto 269"
Pedido-1410,Cliente 1768,2025-02-06,4086.08,Entregado,Empleado 38,"Producto 301, Producto 236, Producto 173"
Pedido-1411,Cliente 166,2024-09-30,1623.56,Entregado,Empleado 79,"Producto 240, Producto 194, Producto 216, Producto 59, Producto 215"
Pedido-1412,Cliente 247,2024-06-05,317.15,Pendiente,Empleado 17,"Producto 219, Producto 217, Producto 86, Producto 281"
Pedido-1413,Cliente 1476,2024-12-26,4676.9,Cancelado,Empleado 19,"Producto 174, Producto 153, Producto 64, Producto 142"
Pedido-1414,Cliente 1981,2024-09-05,2392.09,Cancelado,Empleado 51,"Producto 223, Producto 124, Producto 219, Producto 295"
Pedido-1415,Cliente 316,2024-07-04,1444.23,Pendiente,Empleado 15,"Producto 255, Producto 218, Producto 166"
Pedido-1416,Cliente 1459,2024-05-07,4431.96,Enviado,Empleado 56,"Producto 114, Producto 238, Producto 245, Producto 175"
Pedido-1417,Cliente 1966,2024-05-17,2628.28,Cancelado,Empleado 84,"Producto 293, Producto 171, Producto 152, Producto 84, Producto 159"
Pedido-1418,Cliente 1661,2024-11-22,3655.78,Cancelado,Empleado 61,"Producto 65, Producto 261"
Pedido-1419,Cliente 1407,2024-11-03,1002.43,Enviado,Empleado 49,"Producto 273, Producto 28, Producto 255, Producto 39, Producto 106"
Pedido-1420,Cliente 1558,2024-06-08,439.93,Pendiente,Empleado 32,"Producto 295, Producto 273, Producto 191, Producto 42, Producto 198"
Pedido-1421,Cliente 1324,2024-06-29,668.04,Enviado,Empleado 11,Producto 28
Pedido-1422,Cliente 545,2024-04-26,481.46,Procesado,Empleado 78,"Producto 296, Producto 87, Producto 159, Producto 61, Producto 255"
Pedido-1423,Cliente 1951,2024-07-24,2738.61,Pendiente,Empleado 71,"Producto 148, Producto 250, Producto 193, Producto 190, Producto 18"
Pedido-1424,Cliente 689,2024-08-18,4405.17,Pendiente,Empleado 92,"Producto 273, Producto 54"
Pedido-1425,Cliente 34,2024-03-28,4672.43,Entregado,Empleado 85,"Producto 140, Producto 220, Producto 235"
Pedido-1426,Cliente 1942,2024-08-09,2502.38,Pendiente,Empleado 15,"Producto 95, Producto 42, Producto 261, Producto 80"
Pedido-1427,Cliente 433,2024-07-17,4771.12,Pendiente,Empleado 80,"Producto 222, Producto 266, Producto 24"
Pedido-1428,Cliente 12,2024-03-26,2750.0,Enviado,Empleado 75,"Producto 246, Producto 69"
Pedido-1429,Cliente 173,2024-12-25,3443.76,Pendiente,Empleado 3,"Producto 126, Producto 180, Producto 183, Producto 245"
Pedido-1430,Cliente 460,2024-07-28,1756.05,Cancelado,Empleado 68,"Producto 180, Producto 163"
Pedido-1431,Cliente 480,2024-08-26,1293.27,Procesado,Empleado 18,"Producto 265, Producto 251, Producto 273"
Pedido-1432,Cliente 596,2024-09-27,3624.65,Entregado,Empleado 41,"Producto 228, Producto 30, Producto 235, Producto 77"
Pedido-1433,Cliente 670,2024-09-14,1810.76,Procesado,Empleado 100,"Producto 68, Producto 7"
Pedido-1434,Cliente 843,2024-12-14,3412.4,Enviado,Empleado 84,Producto 265
Pedido-1435,Cliente 1476,2025-02-11,1689.48,Entregado,Empleado 74,"Producto 185, Producto 137, Producto 121"
Pedido-1436,Cliente 1413,2024-06-01,3921.28,Cancelado,Empleado 28,"Producto 125, Producto 277, Producto 129"
Pedido-1437,Cliente 1853,2025-01-18,4685.54,Pendiente,Empleado 48,"Producto 26, Producto 218, Producto 52, Producto 25"
Pedido-1438,Cliente 1663,2024-04-17,2118.76,Procesado,Empleado 52,"Producto 155, Producto 242, Producto 101, Producto 185"
Pedido-1439,Cliente 948,2024-12-22,2743.2,Cancelado,Empleado 78,"Producto 296, Producto 179, Producto 201, Producto 287, Producto 62"
Pedido-1440,Cliente 398,2024-04-15,1292.25,Enviado,Empleado 31,"Producto 219, Producto 155, Producto 187, Producto 133"
Pedido-1441,Cliente 852,2024-10-05,1854.5,Pendiente,Empleado 47,Producto 104
Pedido-1442,Cliente 1580,2025-01-19,298.62,Cancelado,Empleado 85,"Producto 155, Producto 37, Producto 147, Producto 17"
Pedido-1443,Cliente 561,2024-05-20,3591.9,Cancelado,Empleado 43,"Producto 209, Producto 81, Producto 41, Producto 103, Producto 27"
Pedido-1444,Cliente 179,2024-03-06,246.84,Procesado,Empleado 17,"Producto 214, Producto 228, Producto 198, Producto 246"
Pedido-1445,Cliente 602,2024-03-12,2700.36,Cancelado,Empleado 55,"Producto 173, Producto 39"
Pedido-1446,Cliente 1458,2024-04-29,188.96,Enviado,Empleado 100,"Producto 139, Producto 180, Producto 188"
Pedido-1447,Cliente 1715,2024-05-17,2816.21,Cancelado,Empleado 43,"Producto 254, Producto 152, Producto 259"
Pedido-1448,Cliente 563,2024-11-24,1640.9,Cancelado,Empleado 81,"Producto 114, Producto 297, Producto 151, Producto 128"
Pedido-1449,Cliente 385,2025-02-21,640.25,Cancelado,Empleado 82,"Producto 100, Producto 220, Producto 32"
Pedido-1450,Cliente 1951,2025-01-05,3630.17,Enviado,Empleado 73,"Producto 151, Producto 268, Producto 50"
Pedido-1451,Cliente 849,2024-11-09,2048.65,Cancelado,Empleado 27,"Producto 110, Producto 217, Producto 148, Producto 77, Producto 162"
Pedido-1452,Cliente 1391,2024-06-08,1907.19,Procesado,Empleado 72,"Producto 89, Producto 273"
Pedido-1453,Cliente 491,2024-06-10,2163.29,Entregado,Empleado 31,"Producto 30, Producto 240, Producto 40, Producto 202, Producto 160"
Pedido-1454,Cliente 1320,2024-06-25,2818.06,Cancelado,Empleado 54,"Producto 72, Producto 237, Producto 178"
Pedido-1455,Cliente 66,2024-11-22,4937.26,Entregado,Empleado 96,"Producto 284, Producto 150"
Pedido-1456,Cliente 1235,2024-08-20,874.26,Pendiente,Empleado 95,"Producto 210, Producto 196"
Pedido-1457,Cliente 1592,2024-10-02,2736.81,Enviado,Empleado 60,"Producto 263, Producto 89, Producto 134, Producto 14, Producto 177"
Pedido-1458,Cliente 1333,2024-03-22,3337.47,Entregado,Empleado 15,"Producto 250, Producto 131, Producto 269"
Pedido-1459,Cliente 240,2024-11-20,1578.82,Procesado,Empleado 54,"Producto 179, Producto 260, Producto 127, Producto 26"
Pedido-1460,Cliente 120,2024-03-13,1564.58,Pendiente,Empleado 7,Producto 54
Pedido-1461,Cliente 863,2024-08-04,2199.69,Enviado,Empleado 63,"Producto 90, Producto 19, Producto 104"
Pedido-1462,Cliente 42,2024-04-29,2974.95,Cancelado,Empleado 51,"Producto 297, Producto 105"
Pedido-1463,Cliente 1350,2024-06-05,708.9,Enviado,Empleado 46,"Producto 214, Producto 143, Producto 41, Producto 42, Producto 93"
Pedido-1464,Cliente 484,2024-08-13,2639.14,Cancelado,Empleado 15,"Producto 45, Producto 217"
Pedido-1465,Cliente 492,2024-06-13,4942.22,Pendiente,Empleado 69,"Producto 10, Producto 246, Producto 57"
Pedido-1466,Cliente 480,2024-05-21,448.49,Entregado,Empleado 35,Producto 108
Pedido-1467,Cliente 915,2024-07-17,3946.34,Cancelado,Empleado 34,"Producto 289, Producto 62, Producto 77, Producto 247, Producto 192"
Pedido-1468,Cliente 113,2024-07-05,1026.99,Pendiente,Empleado 73,"Producto 264, Producto 55, Producto 86, Producto 224"
Pedido-1469,Cliente 1341,2024-12-19,363.51,Entregado,Empleado 77,"Producto 269, Producto 147"
Pedido-1470,Cliente 1626,2024-12-03,1277.13,Procesado,Empleado 85,"Producto 81, Producto 124, Producto 217, Producto 40, Producto 231"
Pedido-1471,Cliente 1855,2024-07-21,2277.99,Pendiente,Empleado 69,"Producto 153, Producto 37"
Pedido-1472,Cliente 51,2025-01-08,748.55,Enviado,Empleado 44,Producto 9
Pedido-1473,Cliente 957,2024-10-19,100.77,Procesado,Empleado 45,"Producto 15, Producto 290, Producto 118, Producto 54, Producto 94"
Pedido-1474,Cliente 1465,2024-06-19,2916.87,Entregado,Empleado 43,"Producto 54, Producto 127, Producto 89, Producto 254"
Pedido-1475,Cliente 1580,2025-02-19,2100.14,Procesado,Empleado 27,"Producto 288, Producto 139, Producto 149, Producto 52, Producto 216"
Pedido-1476,Cliente 1881,2024-11-13,2825.28,Entregado,Empleado 38,"Producto 169, Producto 42, Producto 80"
Pedido-1477,Cliente 81,2024-10-12,793.27,Cancelado,Empleado 39,Producto 41
Pedido-1478,Cliente 59,2025-02-21,1590.09,Entregado,Empleado 78,"Producto 157, Producto 17, Producto 60"
Pedido-1479,Cliente 1298,2024-08-12,3259.41,Procesado,Empleado 97,Producto 101
Pedido-1480,Cliente 1484,2024-05-03,1298.36,Cancelado,Empleado 78,"Producto 133, Producto 112, Producto 217, Producto 85, Producto 140"
Pedido-1481,Cliente 1826,2025-01-27,619.35,Enviado,Empleado 44,Producto 101
Pedido-1482,Cliente 732,2024-09-04,2346.79,Cancelado,Empleado 25,Producto 4
Pedido-1483,Cliente 1526,2024-08-16,941.33,Entregado,Empleado 60,"Producto 236, Producto 257, Producto 63"
Pedido-1484,Cliente 1133,2025-02-23,4141.49,Procesado,Empleado 13,Producto 250
Pedido-1485,Cliente 1475,2024-05-21,1631.27,Entregado,Empleado 29,Producto 130
Pedido-1486,Cliente 1811,2024-04-07,613.57,Procesado,Empleado 85,"Producto 232, Producto 94"
Pedido-1487,Cliente 1335,2025-02-24,4074.4,Procesado,Empleado 78,"Producto 155, Producto 256"
Pedido-1488,Cliente 1398,2025-02-17,2633.78,Pendiente,Empleado 80,Producto 267
Pedido-1489,Cliente 670,2024-11-12,3366.69,Pendiente,Empleado 26,"Producto 211, Producto 168, Producto 29, Producto 71"
Pedido-1490,Cliente 1310,2024-07-06,2294.15,Cancelado,Empleado 6,"Producto 77, Producto 44, Producto 40"
Pedido-1491,Cliente 588,2024-05-04,3195.65,Enviado,Empleado 21,"Producto 141, Producto 297, Producto 176, Producto 19, Producto 123"
Pedido-1492,Cliente 585,2024-07-06,771.22,Procesado,Empleado 57,"Producto 298, Producto 153, Producto 177"
Pedido-1493,Cliente 161,2024-09-22,1733.16,Procesado,Empleado 80,"Producto 132, Producto 168"
Pedido-1494,Cliente 861,2025-02-02,3451.12,Procesado,Empleado 100,"Producto 218, Producto 141, Producto 94, Producto 300, Producto 74"
Pedido-1495,Cliente 997,2024-12-22,4740.68,Enviado,Empleado 62,"Producto 175, Producto 88, Producto 231, Producto 200, Producto 14"
Pedido-1496,Cliente 642,2024-05-15,3570.05,Enviado,Empleado 92,"Producto 180, Producto 19, Producto 181"
Pedido-1497,Cliente 826,2024-03-28,3363.31,Pendiente,Empleado 83,"Producto 180, Producto 134, Producto 16"
Pedido-1498,Cliente 145,2025-02-19,4194.04,Enviado,Empleado 87,"Producto 36, Producto 218, Producto 153, Producto 276"
Pedido-1499,Cliente 146,2024-10-22,1728.37,Procesado,Empleado 75,"Producto 232, Producto 76, Producto 23, Producto 240, Producto 73"
Pedido-1500,Cliente 1560,2024-08-08,772.16,Entregado,Empleado 91,"Producto 149, Producto 182"
Pedido-1501,Cliente 1641,2024-12-31,1519.6,Cancelado,Empleado 74,"Producto 19, Producto 265, Producto 110"
Pedido-1502,Cliente 1402,2024-10-16,3974.94,Enviado,Empleado 89,Producto 87
Pedido-1503,Cliente 948,2024-04-05,2037.78,Pendiente,Empleado 64,Producto 200
Pedido-1504,Cliente 518,2024-04-27,2252.06,Entregado,Empleado 12,"Producto 59, Producto 2, Producto 289, Producto 93"
Pedido-1505,Cliente 1049,2024-09-23,3964.63,Cancelado,Empleado 6,"Producto 266, Producto 274"
Pedido-1506,Cliente 35,2024-08-26,1892.67,Cancelado,Empleado 15,"Producto 52, Producto 245, Producto 94, Producto 213, Producto 46"
Pedido-1507,Cliente 1673,2024-08-26,371.71,Enviado,Empleado 43,"Producto 18, Producto 146, Producto 252, Producto 234, Producto 249"
Pedido-1508,Cliente 1461,2024-09-11,3196.46,Cancelado,Empleado 86,Producto 67
